author_full,journal,volume,year,pages,publisher,paperid,doi,author,url,type,title,journal_full,issue,page
"D. Das, K. Malik, A. K. Deb, V. A. Kulbachinskii, V. G. Kytin, S. Chatterjee, D. Das, S. Dhara, S. Bandyopadhyay, A. Banerjee,",EPL,113,2016,,IOP Publishing,8116,10.1209/0295-5075/113/47004,"D. Das, K. Malik, A. Deb, V. Kulbachinskii, V. Kytin, S. Chatterjee, D. Das, S. Dhara, S. Bandyopadhyay, A. Banerjee,",http://dx.doi.org/10.1209/0295-5075/113/47004,article-journal,Tuning of thermoelectric properties with changing Se content in Sb2Te3,EPL (Europhysics Letters),4,47004
"A. Bentien, S. Johnsen, G. K. H. Madsen, B. B. Iversen, F. Steglich,",Europhys. Lett.,80,2007,,IOP Publishing,8122,10.1209/0295-5075/80/17008,"A. Bentien, S. Johnsen, G. Madsen, B. Iversen, F. Steglich,",http://dx.doi.org/10.1209/0295-5075/80/17008,article-journal,Colossal Seebeck coefficient in strongly correlated semiconductor FeSb2,Europhysics Letters (EPL),1,17008
"G. Wu, R. H. Liu, H. Chen, Y. J. Yan, T. Wu, Y. L. Xie, J. J. Ying, X. F. Wang, D. F. Fang, X. H. Chen,",Europhys. Lett.,84,2008,,IOP Publishing,8124,10.1209/0295-5075/84/27010,"G. Wu, R. Liu, H. Chen, Y. Yan, T. Wu, Y. Xie, J. Ying, X. Wang, D. Fang, X. Chen,",http://dx.doi.org/10.1209/0295-5075/84/27010,article-journal,Transport properties and superconductivity in Ba1-xMxFe2As2(M=La and K) with double FeAs layers,EPL (Europhysics Letters),2,27010
"Y. L. Xie, R. H. Liu, T. Wu, G. Wu, Y. A. Song, D. Tan, X. F. Wang, H. Chen, J. J. Ying, Y. J. Yan, Q. J. Li, X. H. Chen,",Europhys. Lett.,86,2009,,IOP Publishing,8125,10.1209/0295-5075/86/57007,"Y. Xie, R. Liu, T. Wu, G. Wu, Y. Song, D. Tan, X. Wang, H. Chen, J. Ying, Y. Yan, Q. Li, X. Chen,",http://dx.doi.org/10.1209/0295-5075/86/57007,article-journal,Structure and physical properties of the new layered oxypnictides Sr4Sc2O6M2As2(M=Fe and Co),EPL (Europhysics Letters),5,57007
"S. Sagar, V. Ganesan, P. A. Joy, Senoy Thomas, A. Liebig, M. Albrecht, M. R. Anantharaman,",EPL,91,2010,,IOP Publishing,8129,10.1209/0295-5075/91/17008,"S. Sagar, V. Ganesan, P. Joy, S. Thomas, A. Liebig, M. Albrecht, M. Anantharaman,",http://dx.doi.org/10.1209/0295-5075/91/17008,article-journal,Colossal thermoelectric power in Gd-Sr manganites,EPL (Europhysics Letters),1,17008
"J. de Boor, D. S. Kim, X. Ao, D. Hagen, A. Cojocaru, H. Föll, V. Schmidt,",EPL,96,2011,,IOP Publishing,8132,10.1209/0295-5075/96/16001,"J. de Boor, D. Kim, X. Ao, D. Hagen, A. Cojocaru, H. Föll, V. Schmidt,",http://dx.doi.org/10.1209/0295-5075/96/16001,article-journal,Temperature and structure size dependence of the thermal conductivity of porous silicon,EPL (Europhysics Letters),1,16001
"Yun-Lei Sun, Jin-Ke Bao, Yong-Kang Luo, Chun-Mu Feng, Zhu-An Xu, Guang-Han Cao,",EPL,98,2012,,IOP Publishing,8134,10.1209/0295-5075/98/17009,"Y. Sun, J. Bao, Y. Luo, C. Feng, Z. Xu, G. Cao,",http://dx.doi.org/10.1209/0295-5075/98/17009,article-journal,Insulator-to-metal transition and large thermoelectric effect in La1−xSrxMnAsO,EPL (Europhysics Letters),1,17009
"J. Jaćimović, C. Vaju, A. Magrez, H. Berger, L. Forró, R. Gaál, V. Cerovski, R. Žikić,",EPL,99,2012,,IOP Publishing,8135,10.1209/0295-5075/99/57005,"J. Jaćimović, C. Vaju, A. Magrez, H. Berger, L. Forró, R. Gaál, V. Cerovski, R. Žikić,",http://dx.doi.org/10.1209/0295-5075/99/57005,article-journal,Pressure dependence of the large-polaron transport in anatase TiO2single crystals,EPL (Europhysics Letters),5,57005
"Nagaraj Nandihalli, Quansheng Guo, Stéphane Gorsse, Atta Ullah Khan, Takao Mori, Holger Kleinke,",Eur. J. Inorg. Chem.,2016,2016,853-860,Wiley-Blackwell,8142,10.1002/ejic.201501063,"N. Nandihalli, Q. Guo, S. Gorsse, A. Khan, T. Mori, H. Kleinke,",http://dx.doi.org/10.1002/ejic.201501063,article-journal,Thermoelectric Properties of Ni0.05Mo3Sb5.4Te1.6with Embedded SiC and Al2O3Nanoparticles,European Journal of Inorganic Chemistry,6,853
"Jai Prakash, Stanislav Stoyko, Leonard Voss, Svilen Bobev,",Eur. J. Inorg. Chem.,2016,2016,2912-2922,Wiley-Blackwell,8143,10.1002/ejic.201600306,"J. Prakash, S. Stoyko, L. Voss, S. Bobev,",http://dx.doi.org/10.1002/ejic.201600306,article-journal,"On the Extended Series of Quaternary Zintl Phases Ca13REMnSb11 (RE = La-Nd, Sm, Gd-Dy)",European Journal of Inorganic Chemistry,18,2912
"Zhengliang Sun, Shengcong Liufu, Xihong Chen, Lidong Chen,",Eur. J. Inorg. Chem.,2010,2010,4321-4324,Wiley-Blackwell,8146,10.1002/ejic.201000513,"Z. Sun, S. Liufu, X. Chen, L. Chen,",http://dx.doi.org/10.1002/ejic.201000513,article-journal,Solution Route to PbSe Films with Enhanced Thermoelectric Transport Properties,European Journal of Inorganic Chemistry,27,4321
"M. Putti, E. Galleani d'Agliano, D. Marrè, F. Napoli, M. Tassisto, P. Manfrinetti, A. Palenzona, C. Rizzuto, S. Massidda,",Eur Phys J B,25,2002,439-443,Springer Nature,8147,10.1007/s10051-002-8934-z,"M. Putti, E. Galleani d'Agliano, D. Marrè, F. Napoli, M. Tassisto, P. Manfrinetti, A. Palenzona, C. Rizzuto, S. Massidda,",http://dx.doi.org/10.1007/s10051-002-8934-z,article-journal,,The European Physical Journal B,4,439
"E.B. Lopes, H. Alves, E. Ribera, M. Mas-Torrent, P. Auban-Senzier, E. Canadell, R.T. Henriques, M. Almeida, E. Molins, J. Veciana, C. Rovira, D. Jérome,",Eur. Phys. J. B,29,2002,27-33,Springer Nature,8149,10.1140/epjb/e2002-00258-x,"E. Lopes, H. Alves, E. Ribera, M. Mas-Torrent, P. Auban-Senzier, E. Canadell, R. Henriques, M. Almeida, E. Molins, J. Veciana, C. Rovira, D. Jérome,",http://dx.doi.org/10.1140/epjb/e2002-00258-x,article-journal,Electronic localization in an extreme 1-D conductor: the organic salt (TTDM-TTF) [Au(mnt) ],The European Physical Journal B,1,27
"N. Panwar, D. K. Pandya, A. Rao, K. K. Wu, N. Kaurav, Y. -K. Kuo, S. K. Agarwal,",Eur. Phys. J. B,65,2008,179-186,Springer Nature,8152,10.1140/epjb/e2008-00331-6,"N. Panwar, D. Pandya, A. Rao, K. Wu, N. Kaurav, Y. Kuo, S. Agarwal,",http://dx.doi.org/10.1140/epjb/e2008-00331-6,article-journal,Electrical and thermal properties of Pr2/3(Ba1−xCsx)1/3MnO3 manganites,The European Physical Journal B,2,179
"T. Toliński,",Eur. Phys. J. B,84,2011,177-181,Springer Nature,8153,10.1140/epjb/e2011-20159-1,"T. Toliński,",http://dx.doi.org/10.1140/epjb/e2011-20159-1,article-journal,Thermal transport in the intermetallic compound CeNi4Cr,The European Physical Journal B,2,177
"Oleg Korotchenkov, Andriy Nadtochiy, Vasyl Kuryliuk, Chin-Chi Wang, Pei-Wen Li, Andres Cantarero,",Eur. Phys. J. B,87,2014,,Springer Nature,8159,10.1140/epjb/e2014-50074-8,"O. Korotchenkov, A. Nadtochiy, V. Kuryliuk, C. Wang, P. Li, A. Cantarero,",http://dx.doi.org/10.1140/epjb/e2014-50074-8,article-journal,Thermoelectric energy conversion in layered structures with strained Ge quantum dots grown on Si surfaces,The European Physical Journal B,3,unknown
"A.A. Druzhinin,   ,",Funct.Mater.,22,2015,27-33,Co. Ltd. Ukrinformnauka,8223,10.15407/fm22.01.027,"A. Druzhinin,  . ,",http://dx.doi.org/10.15407/fm22.01.027,article-journal,Peculiarities of charge carriers transport in submicron Si-Ge whiskers,Functional materials,1,27
"Tomohisa Yamamoto, Yuji Ohishi, Ken Kurosaki, Hiroaki Muta, Shinsuke Yamanaka,",J. Jpn. Soc. Powder Powder Metallurgy,59,2012,196-200,Japan Society of Powder and Powder Metallurgy,8249,10.2497/jjspm.59.196,"T. Yamamoto, Y. Ohishi, K. Kurosaki, H. Muta, S. Yamanaka,",http://dx.doi.org/10.2497/jjspm.59.196,article-journal,Effect of Two-dimensional Vacancy Planes on the Thermal and Electrical Transport Properties of TiO2-x,Journal of the Japan Society of Powder and Powder Metallurgy,4,196
"A. I. Klyndyuk, I. V. Matsukevich,",Glass Phys Chem,41,2015,545-550,Pleiades Publishing Ltd,8269,10.1134/s1087659615050077,"A. Klyndyuk, I. Matsukevich,",http://dx.doi.org/10.1134/S1087659615050077,article-journal,Synthesis and properties of disubstituted derivatives of layered calcium cobaltite,Glass Physics and Chemistry,5,545
"A. I. Klyndyuk, N. S. Krasutskaya, E. A. Chizhova, L. E. Evseeva, S. A. Tanaeva,",Glass Phys Chem,42,2016,100-107,Pleiades Publishing Ltd,8270,10.1134/s1087659616010053,"A. Klyndyuk, N. Krasutskaya, E. Chizhova, L. Evseeva, S. Tanaeva,",http://dx.doi.org/10.1134/S1087659616010053,article-journal,"Synthesis and properties of Na0.55Co0.9M0.1O2 (M = Sc, Ti, Cr–Zn, Mo, W, Pb, Bi) solid solutions",Glass Physics and Chemistry,1,100
"Y. J. He, Q. R. Hou, Z. M. Wang, Y. B. Chen,",unknown,,2011,,IEEE,8314,10.1109/icmree.2011.5930583,"Y. He, Q. Hou, Z. Wang, Y. Chen,",http://dx.doi.org/10.1109/ICMREE.2011.5930583,paper-conference,Thermoelectric properties of MnSi<inf>1.7</inf>,2011 International Conference on Materials for Renewable Energy & Environment,,unknown
"M. Boutchich, K. Ziouche, P. Godts, D. Leclercq,",IEEE Electron Device Lett.,23,2002,139-141,Institute of Electrical and Electronics Engineers (IEEE),8322,10.1109/55.988817,"M. Boutchich, K. Ziouche, P. Godts, D. Leclercq,",http://dx.doi.org/10.1109/55.988817,article-journal,Characterization of phosphorus and boron heavily doped LPCVD polysilicon films in the temperature range 293-373 K,IEEE Electron Device Letters,3,139
"A.D.D. Broemme,",IEEE Trans. Elect. Insul.,26,1991,49-52,Institute of Electrical and Electronics Engineers (IEEE),8401,10.1109/14.68226,"A. Broemme,",http://dx.doi.org/10.1109/14.68226,article-journal,Correlation between thermal expansion and Seebeck coefficient in polycrystalline Co/sub 3/O/sub 4/,IEEE Transactions on Electrical Insulation,1,49
"Man I Lei, Mehran Mehregany,",IEEE Trans. Electron Devices,60,2013,513-517,Institute of Electrical and Electronics Engineers (IEEE),8409,10.1109/ted.2012.2228867,"M. Lei, M. Mehregany,",http://dx.doi.org/10.1109/TED.2012.2228867,article-journal,Characterization of Thermoelectric Properties of Heavily Doped n-Type Polycrystalline Silicon Carbide Thin Films,IEEE Transactions on Electron Devices,1,513
"L. Piraux, M. Cassart, V. Bayot, J.S. Jiang, J.Q. Xiao, C.L. Chien,",IEEE Trans. Magn.,29,1993,2700-2704,Institute of Electrical and Electronics Engineers (IEEE),8420,10.1109/20.280937,"L. Piraux, M. Cassart, V. Bayot, J. Jiang, J. Xiao, C. Chien,",http://dx.doi.org/10.1109/20.280937,article-journal,Giant magnetothermal conductivity and giant magnetothermopower in granular Co-Ag solids,IEEE Transactions on Magnetics,6,2700
"  Tong Li-tai,   Tang Chao,   Ren Jie,   Yan Shou-sheng,",IEEE Trans. Magn.,22,1986,563-565,Institute of Electrical and Electronics Engineers (IEEE),8424,10.1109/tmag.1986.1064522," . Tong Li-tai,  . Tang Chao,  . Ren Jie,  . Yan Shou-sheng,",http://dx.doi.org/10.1109/TMAG.1986.1064522,article-journal,Influence of small amounts of Co and Ni additives on thermoelectric power in amorphous Fe&lt;inf&gt;84&lt;/inf&gt;B&lt;inf&gt;16&lt;/inf&gt;,IEEE Transactions on Magnetics,5,563
"A. P. Sobha, Sunil K. Narayanankutty,",IEEE Trans. Nanotechnology,13,2014,835-841,Institute of Electrical and Electronics Engineers (IEEE),8432,10.1109/tnano.2014.2323419,"A. Sobha, S. Narayanankutty,",http://dx.doi.org/10.1109/TNANO.2014.2323419,article-journal,Electrical and Thermoelectric Properties of Functionalized Multiwalled Carbon Nanotube&#x002F;Polyaniline Composites Prepared by Different Methods,IEEE Transactions on Nanotechnology,4,835
"N. Saks, D. Barbe, G. Anderson,","IEEE Trans. Parts, Hybrids, Packag.",10,1974,244-251,Institute of Electrical and Electronics Engineers (IEEE),8444,10.1109/tphp.1974.1134870,"N. Saks, D. Barbe, G. Anderson,",http://dx.doi.org/10.1109/TPHP.1974.1134870,article-journal,Electronic Transport in Amorphous GaAs and Ga-Mg-As Thin Films,"IEEE Transactions on Parts, Hybrids, and Packaging",4,244
"S. Arajs, E. E. Anderson, E. E. Ebert,",Nuov Cim B,4,2007,40-50,Springer Nature,8492,10.1007/bf02737562,"S. Arajs, E. Anderson, E. Ebert,",http://dx.doi.org/10.1007/BF02737562,article-journal,Absolute thermoelectric power of chromium-silicon alloys,Il Nuovo Cimento B Series 11,1,40
"G. Allone, V. Grasso, F. Neri,",Il Nuovo Cimento D,6,1985,93-104,Springer Nature,8493,10.1007/bf02450673,"G. Allone, V. Grasso, F. Neri,",http://dx.doi.org/10.1007/BF02450673,article-journal,"Thermoelectric power, photo and dark conductivity of doped amorphous silicon",Il Nuovo Cimento D,2,93
"A. M. Ahmed, M. M. Wakkad, S. H. Mohamed, A. K. Diab,",Indian J Phys,87,2012,317-323,Springer Nature,8504,10.1007/s12648-012-0228-6,"A. Ahmed, M. Wakkad, S. Mohamed, A. Diab,",http://dx.doi.org/10.1007/s12648-012-0228-6,article-journal,Effect of composition on transport properties of Ge10AsxTe90−x chalcogenide system,Indian Journal of Physics,4,317
"F. F. Aliev, H. A. Hasanov,",Indian J Phys,87,2012,345-348,Springer Nature,8505,10.1007/s12648-012-0236-6,"F. Aliev, H. Hasanov,",http://dx.doi.org/10.1007/s12648-012-0236-6,article-journal,Increase in thermoelectric figure of merit in Sm x Pb1−x Te solid solutions through substitution of lead atoms by samarium atoms,Indian Journal of Physics,4,345
"C. Kulsi, P. Dhara, M. Mitra, K. Kargupta, S. Ganguly, D. Banerjee,",Indian J Phys,90,2015,557-562,Springer Nature,8507,10.1007/s12648-015-0772-y,"C. Kulsi, P. Dhara, M. Mitra, K. Kargupta, S. Ganguly, D. Banerjee,",http://dx.doi.org/10.1007/s12648-015-0772-y,article-journal,Effect of solvent on nanostructure and thermoelectric properties of bismuth,Indian Journal of Physics,5,557
"A. Bali, R. Chetty, R. C. Mallik,",Indian J Phys,90,2015,665-672,Springer Nature,8508,10.1007/s12648-015-0793-6,"A. Bali, R. Chetty, R. Mallik,",http://dx.doi.org/10.1007/s12648-015-0793-6,article-journal,Thermoelectric properties of PbTe with indium and bismuth secondary phase,Indian Journal of Physics,6,665
"Cham Kim, Chang Eun Kim, Ju Young Baek, Dong Hwan Kim, Jong Tae Kim, Ji Hyeon Ahn, David Humberto Lopez, Taewook Kim, Hoyoung Kim,",Ind. Eng. Chem. Res.,55,2016,5623-5633,American Chemical Society (ACS),8510,10.1021/acs.iecr.6b00933,"C. Kim, C. Kim, J. Baek, D. Kim, J. Kim, J. Ahn, D. Lopez, T. Kim, H. Kim,",http://dx.doi.org/10.1021/acs.iecr.6b00933,article-journal,New Chemical Reaction Process of a Bi2Te2.7Se0.3Nanomaterial for Feasible Optimization in Transport Properties Resulting in Predominant n-Type Thermoelectric Performance,Industrial & Engineering Chemistry Research,19,5623
"Simon Welzmiller, Felix Hennersdorf, Robert Schlegel, Andrew Fitch, Gerald Wagner, Oliver Oeckler,",Inorg. Chem.,54,2015,5745-5756,American Chemical Society (ACS),8525,10.1021/acs.inorgchem.5b00433,"S. Welzmiller, F. Hennersdorf, R. Schlegel, A. Fitch, G. Wagner, O. Oeckler,",http://dx.doi.org/10.1021/acs.inorgchem.5b00433,article-journal,Silver Indium Telluride Semiconductors and Their Solid Solutions with Cadmium Indium Telluride: Structure and Physical Properties,Inorganic Chemistry,12,5745
"Eduard Visnow, Christophe P. Heinrich, Andreas Schmitz, Johannes de Boor, Patrick Leidich, Benedikt Klobes, Raphael P. Hermann, Wolf Eckhard Müller, Wolfgang Tremel,",Inorg. Chem.,54,2015,7818-7827,American Chemical Society (ACS),8526,10.1021/acs.inorgchem.5b00799,"E. Visnow, C. Heinrich, A. Schmitz, J. de Boor, P. Leidich, B. Klobes, R. Hermann, W. Müller, W. Tremel,",http://dx.doi.org/10.1021/acs.inorgchem.5b00799,article-journal,On the True Indium Content of In-Filled Skutterudites,Inorganic Chemistry,16,7818
"Amit Adhikary, Sudip Mohapatra, Seng Huat Lee, Yew San Hor, Puja Adhikari, Wai-Yim Ching, Amitava Choudhury,",Inorg. Chem.,55,2016,2114-2122,American Chemical Society (ACS),8529,10.1021/acs.inorgchem.5b02516,"A. Adhikary, S. Mohapatra, S. Lee, Y. Hor, P. Adhikari, W. Ching, A. Choudhury,",http://dx.doi.org/10.1021/acs.inorgchem.5b02516,article-journal,Metallic Ternary Telluride with Sphalerite Superstructure,Inorganic Chemistry,5,2114
"Mohsin Saleemi, Mohsen Yakhshi Tafti, Alexandre Jacquot, Martin Jägle, Mats Johnsson, Muhammet S. Toprak,",Inorg. Chem.,55,2016,1831-1836,American Chemical Society (ACS),8531,10.1021/acs.inorgchem.5b02658,"M. Saleemi, M. Tafti, A. Jacquot, M. Jägle, M. Johnsson, M. Toprak,",http://dx.doi.org/10.1021/acs.inorgchem.5b02658,article-journal,Chemical Synthesis of Iron Antimonide (FeSb2) and Its Thermoelectric Properties,Inorganic Chemistry,4,1831
,unknown,,0,,unknown,8534,10.1021/acs.inorgchem.6b00781,,unknown,unknown,unknown,unknown,,unknown
,unknown,,0,,unknown,8535,10.1021/acs.inorgchem.6b00826,,unknown,unknown,unknown,unknown,,unknown
"Hiroshi Fukuoka, Shoji Yamanaka, Eiichi Matsuoka, Toshiro Takabatake,",Inorg. Chem.,44,2005,1460-1465,American Chemical Society (ACS),8537,10.1021/ic0485615,"H. Fukuoka, S. Yamanaka, E. Matsuoka, T. Takabatake,",http://dx.doi.org/10.1021/ic0485615,article-journal,"High-Pressure Synthesis and Transport Properties of a New Binary Germanide, SrGe6-δ(δ ≅ 0.5), with a Cagelike Structure",Inorganic Chemistry,5,1460
"Eduardo H. Gacho, Hiroyuki Imai, Ryo Tsunashima, Toshio Naito, Tamotsu Inabe, Nagao Kobayashi,",Inorg. Chem.,45,2006,4170-4176,American Chemical Society (ACS),8539,10.1021/ic0520622,"E. Gacho, H. Imai, R. Tsunashima, T. Naito, T. Inabe, N. Kobayashi,",http://dx.doi.org/10.1021/ic0520622,article-journal,"Synthesis, Isolation, and Structural Characterization of theC4hIsomer of Metal(1,2-naphthalocyanine) and Its One-Dimensional Conductor of the Axially Substituted Species",Inorganic Chemistry,10,4170
"Cathie L. Condron, J. Martin, G. S. Nolas, Paula M. B. Piccoli, Arthur J. Schultz, Susan M. Kauzlarich,",Inorg. Chem.,45,2006,9381-9386,American Chemical Society (ACS),8540,10.1021/ic061241w,"C. Condron, J. Martin, G. Nolas, P. Piccoli, A. Schultz, S. Kauzlarich,",http://dx.doi.org/10.1021/ic061241w,article-journal,Structure and Thermoelectric Characterization of Ba8Al14Si31,Inorganic Chemistry,23,9381
"Shahab Derakhshan, Abdeljalil Assoud, Katja M. Kleinke, Holger Kleinke,",Inorg. Chem.,46,2007,1459-1463,American Chemical Society (ACS),8541,10.1021/ic0619254,"S. Derakhshan, A. Assoud, K. Kleinke, H. Kleinke,",http://dx.doi.org/10.1021/ic0619254,article-journal,"Crystal Structure, Electronic Structure, and Physical Properties of Ti1-δMo1+δAs4and Ti1-δMo1+δSb4",Inorganic Chemistry,4,1459
"Ding-Bang Xiong, Yufeng Zhao, Norihiko L. Okamoto, Clemens Pietzonka, Takeshi Waki, Haruyuki Inui,",Inorg. Chem.,49,2010,10536-10542,American Chemical Society (ACS),8543,10.1021/ic1015669,"D. Xiong, Y. Zhao, N. Okamoto, C. Pietzonka, T. Waki, H. Inui,",http://dx.doi.org/10.1021/ic1015669,article-journal,Ru9Zn7Sb8: A Structure with a 2 × 2 × 2 Supercell of the Half-Heusler Phase,Inorganic Chemistry,22,10536
"Hui Zhang, Horst Borrmann, Niels Oeschler, Christophe Candolfi, Walter Schnelle, Marcus Schmidt, Ulrich Burkhardt, Michael Baitinger, Jing-Tai Zhao, Yuri Grin,",Inorg. Chem.,50,2011,1250-1257,American Chemical Society (ACS),8544,10.1021/ic1016559,"H. Zhang, H. Borrmann, N. Oeschler, C. Candolfi, W. Schnelle, M. Schmidt, U. Burkhardt, M. Baitinger, J. Zhao, Y. Grin,",http://dx.doi.org/10.1021/ic1016559,article-journal,Atomic Interactions in the p-Type Clathrate I Ba8Au5.3Ge40.7,Inorganic Chemistry,4,1250
"Hua He, Chauntae Tyson, Svilen Bobev,",Inorg. Chem.,50,2011,8375-8383,American Chemical Society (ACS),8547,10.1021/ic2009418,"H. He, C. Tyson, S. Bobev,",http://dx.doi.org/10.1021/ic2009418,article-journal,Eight-Coordinated Arsenic in the Zintl Phases RbCd4As3and RbZn4As3: Synthesis and Structural Characterization,Inorganic Chemistry,17,8375
"Maria A. Kirsanova, Takao Mori, Satofumi Maruyama, Maria Matveeva, Dmitry Batuk, Artem M. Abakumov, Andrei V. Gerasimenko, Andrei V. Olenev, Yuri Grin, Andrei V. Shevelkov,",Inorg. Chem.,52,2013,577-588,American Chemical Society (ACS),8550,10.1021/ic3011025,"M. Kirsanova, T. Mori, S. Maruyama, M. Matveeva, D. Batuk, A. Abakumov, A. Gerasimenko, A. Olenev, Y. Grin, A. Shevelkov,",http://dx.doi.org/10.1021/ic3011025,article-journal,"Synthesis, Structure, and Transport Properties of Type-I Derived Clathrate Ge46–xPxSe8–y(x= 15.4(1);y= 0–2.65) with Diverse Host–Guest Bonding",Inorganic Chemistry,2,577
